destination_name,country,continent,category,cost,best_season,rating
Mystic Canyon,Canada,North America,Beach,178.6,Autumn,4.5
Sacred Pagoda,Italy,Europe,Adventure,130.73,Autumn,4.6
Hidden Pagoda,Canada,North America,Nature,148.82,Winter,4.4
Mystic Pagoda,Brazil,South America,Nature,165.83,Winter,4.6
Sacred Plaza,Argentina,South America,Historical,128.16,Spring,4
Serene Falls,USA,North America,Beach,150.79,Spring,4.5
Lush Forest,Spain,Europe,Religious,85.39,Autumn,4.7
Hidden Valley,Germany,Europe,Nature,167.96,Spring,4.7
Mystic Ruins,Greece,Europe,Nature,110.81,Summer,4.3
Ancient Beach,Italy,Europe,City,235.25,Summer,4.4
Sacred Park,South Africa,Africa,Religious,121,Autumn,4.6
Ancient Beach,South Africa,Africa,Historical,170.39,Summer,4.6
Ancient Pagoda,Canada,North America,Religious,153.8,Autumn,4.7
Grand Falls,Morocco,Africa,Beach,220.85,Spring,4.7
Ancient Canyon,Italy,Europe,Nature,111.84,Spring,4.5
Serene Forest,Spain,Europe,City,157.69,Summer,4.7
Serene Park,China,Asia,City,110.7,Winter,4.1
Hidden Pagoda,Morocco,Africa,City,205.35,Autumn,4.7
Mystic Forest,Kenya,Africa,Adventure,83.07,Summer,4.7
Sacred Park,China,Asia,Nature,69.23,Spring,3.9
Hidden Falls,India,Asia,Historical,122.52,Spring,4.8
Hidden Park,Thailand,Asia,Religious,115.48,Autumn,4.5
Sacred Canyon,Mexico,North America,Nature,125.34,Winter,4.9
Golden Beach,Japan,Asia,Adventure,115.04,Autumn,4.4
Crystal Beach,Argentina,South America,Nature,189.52,Summer,4.6
Golden Canyon,Argentina,South America,City,115.28,Winter,4.6
Lush Falls,New Zealand,Oceania,Nature,95.74,Winter,4.3
Serene Temple,Germany,Europe,City,42.76,Spring,4.7
Serene Valley,Brazil,South America,Historical,174.09,Summer,4.7
Ancient Park,Peru,South America,Adventure,92.72,Winter,4.1
Grand Valley,Morocco,Africa,Historical,138.51,Summer,4.2
Grand Plaza,Italy,Europe,Historical,79.97,Spring,4.5
Grand Beach,Greece,Europe,City,196.09,Summer,4.6
Mystic Falls,Argentina,South America,Nature,130.53,Summer,5
Grand Pagoda,Australia,Oceania,Religious,173.68,Winter,4.2
Crystal Plaza,Egypt,Africa,Nature,98.15,Summer,4.7
Golden Forest,Germany,Europe,City,198.79,Spring,4.8
Grand Ruins,China,Asia,Historical,135.95,Summer,4.6
Serene Forest,Germany,Europe,Adventure,139.15,Winter,4.4
Crystal Plaza,Egypt,Africa,Religious,79.12,Winter,4.7
Grand Plaza,Peru,South America,Religious,81.12,Summer,4.3
Golden Canyon,Japan,Asia,Historical,155.63,Winter,4.6
Lush Beach,USA,North America,Historical,70.7,Autumn,3.9
Ancient Valley,Mexico,North America,City,204.3,Spring,4.8
Crystal Beach,Italy,Europe,City,30,Winter,4.5
Lush Beach,Peru,South America,Religious,177.44,Summer,5
Sacred Canyon,Peru,South America,City,103.73,Winter,4.6
Golden Plaza,New Zealand,Oceania,Adventure,171.67,Winter,4.3
Golden Canyon,South Africa,Africa,Religious,192.92,Summer,4.4
Golden Valley,Canada,North America,Religious,30,Spring,4.6
Hidden Valley,China,Asia,Religious,281.04,Spring,4.2
Grand Forest,France,Europe,Historical,95.18,Autumn,4.8
Sacred Valley,Greece,Europe,Historical,164.03,Autumn,5
Golden Beach,USA,North America,City,168.07,Autumn,4.6
Grand Ruins,Mexico,North America,Nature,204.82,Spring,4.3
Crystal Temple,France,Europe,Historical,166.69,Spring,4.4
Grand Beach,Australia,Oceania,Historical,110,Summer,4.5
Grand Ruins,New Zealand,Oceania,Historical,136.21,Winter,4.8
Serene Plaza,Spain,Europe,Religious,119.66,Autumn,4.6
Crystal Park,Mexico,North America,Nature,135.26,Winter,4.9
Mystic Park,Peru,South America,Adventure,56.17,Winter,4.7
Crystal Forest,New Zealand,Oceania,Religious,87.29,Winter,4.1
Mystic Falls,Germany,Europe,Adventure,119.76,Winter,3.8
Mystic Beach,Spain,Europe,Nature,214.47,Summer,4.8
Crystal Ruins,Peru,South America,Adventure,182.58,Autumn,4.2
Crystal Park,Canada,North America,Beach,163.43,Winter,5
Serene Beach,South Africa,Africa,Nature,172.86,Winter,4.9
Lush Falls,Japan,Asia,Beach,187.56,Autumn,4.7
Mystic Temple,USA,North America,Adventure,170.49,Autumn,4.2
Golden Canyon,Mexico,North America,Beach,113.97,Autumn,4.7
Ancient Ruins,Thailand,Asia,City,164.83,Winter,4.6
Lush Temple,India,Asia,Nature,177.07,Autumn,4.9
Grand Falls,Thailand,Asia,Adventure,159.53,Summer,4.8
Lush Pagoda,China,Asia,Nature,145.38,Summer,4.1
Golden Forest,Italy,Europe,City,107.62,Autumn,4.3
Lush Plaza,China,Asia,Nature,112.1,Summer,4.3
Crystal Park,Argentina,South America,Historical,150.78,Autumn,4.8
Lush Valley,Italy,Europe,Religious,161.11,Winter,4.4
Sacred Ruins,Australia,Oceania,Beach,175.54,Winter,4.8
Mystic Pagoda,China,Asia,Adventure,196.33,Spring,4.2
Ancient Canyon,South Africa,Africa,Religious,158.59,Winter,4.7
Ancient Valley,Peru,South America,Religious,109.13,Winter,4.3
Ancient Forest,Greece,Europe,Religious,173.16,Autumn,4.1
Grand Beach,China,Asia,Religious,202.23,Winter,4.7
Mystic Ruins,USA,North America,Historical,115.16,Winter,4.7
Lush Canyon,Italy,Europe,Adventure,102.53,Spring,4.9
Serene Beach,Morocco,Africa,City,167.48,Summer,4
Lush Forest,Egypt,Africa,Historical,88.23,Summer,4.8
Lush Pagoda,France,Europe,Nature,133.53,Autumn,4.7
Golden Temple,Thailand,Asia,Adventure,126.54,Summer,4.7
Mystic Beach,New Zealand,Oceania,Historical,187.84,Winter,4.7
Golden Park,Morocco,Africa,Historical,145.13,Summer,4.3
Golden Valley,Egypt,Africa,Historical,148.03,Spring,4.5
Sacred Ruins,Thailand,Asia,City,59.4,Winter,4.7
Ancient Canyon,India,Asia,Religious,181.1,Spring,4.9
Grand Forest,Peru,South America,Historical,203.57,Autumn,5
Crystal Falls,Spain,Europe,Historical,162.47,Autumn,4.8
Golden Valley,Australia,Oceania,Adventure,238.44,Winter,4.4
Crystal Plaza,South Africa,Africa,Religious,174.99,Summer,4.1
Hidden Ruins,Egypt,Africa,Historical,139.68,Spring,4.7
Lush Pagoda,Egypt,Africa,Nature,181.28,Autumn,4.8
Serene Beach,USA,North America,Nature,146.69,Winter,4.3
Ancient Temple,Greece,Europe,Beach,97.05,Autumn,4.9
Hidden Forest,Egypt,Africa,Adventure,150.07,Autumn,4.1
Crystal Canyon,Morocco,Africa,City,200.57,Summer,4.9
Hidden Beach,Spain,Europe,Historical,170.21,Spring,4.2
Golden Ruins,Greece,Europe,Religious,178.14,Spring,4.2
Lush Pagoda,Canada,North America,Historical,197.63,Spring,4.6
Lush Forest,Italy,Europe,Religious,227.71,Winter,4.8
Golden Forest,Peru,South America,Adventure,100.99,Autumn,5
Golden Temple,Argentina,South America,Nature,162.07,Spring,4.2
Hidden Valley,South Africa,Africa,Religious,157.56,Spring,4.7
Grand Forest,Germany,Europe,Historical,126.71,Summer,4.5
Ancient Canyon,USA,North America,Nature,109.63,Autumn,4.5
Ancient Pagoda,Peru,South America,Religious,93.47,Summer,4.7
Crystal Temple,Mexico,North America,Historical,141.68,Autumn,4.6
Golden Temple,Australia,Oceania,Historical,194.77,Winter,4.3
Sacred Ruins,Spain,Europe,Adventure,164.43,Summer,4.5
Sacred Canyon,Canada,North America,Historical,124.18,Autumn,4.4
Sacred Ruins,Peru,South America,City,167.15,Summer,4.6
Sacred Valley,Canada,North America,Religious,139.71,Summer,4.3
Ancient Falls,France,Europe,Historical,117.02,Summer,4.3
Crystal Beach,India,Asia,Beach,125.44,Summer,4.4
Serene Canyon,South Africa,Africa,Historical,64.89,Winter,4.4
Ancient Canyon,Brazil,South America,Nature,89.84,Spring,4.2
Sacred Forest,Germany,Europe,City,130.92,Spring,4.3
Crystal Ruins,Greece,Europe,City,127.19,Spring,4.6
Crystal Park,Argentina,South America,Nature,131.03,Winter,4.6
Golden Pagoda,Peru,South America,Nature,148.43,Autumn,4.2
Ancient Plaza,Kenya,Africa,Beach,217.6,Summer,4.6
Crystal Falls,China,Asia,City,159.19,Autumn,5
Lush Park,Canada,North America,Religious,78.68,Summer,4.7
Crystal Pagoda,Germany,Europe,Beach,145.97,Autumn,4.3
Crystal Falls,Vietnam,Asia,City,90.71,Winter,3.8
Hidden Pagoda,China,Asia,City,241.63,Spring,4.7
Hidden Pagoda,Vietnam,Asia,Beach,129.29,Summer,4.7
Mystic Forest,India,Asia,City,136.06,Spring,4.8
Ancient Canyon,Greece,Europe,Adventure,235.13,Summer,4.5
Serene Park,New Zealand,Oceania,Adventure,212.34,Autumn,4.5
Grand Valley,Mexico,North America,Nature,136.34,Winter,4.8
Grand Park,Peru,South America,City,228.14,Autumn,4.4
Ancient Park,Peru,South America,Nature,163.1,Winter,4.1
Ancient Pagoda,Vietnam,Asia,Beach,260.94,Autumn,4.5
Ancient Park,USA,North America,Historical,45.17,Autumn,4.8
Golden Valley,China,Asia,Historical,160.84,Autumn,4.2
Mystic Pagoda,Canada,North America,City,104.57,Summer,4.3
Lush Temple,New Zealand,Oceania,Historical,122.59,Autumn,4.8
Crystal Plaza,Canada,North America,Religious,153.37,Spring,4.6
Sacred Plaza,Japan,Asia,Beach,210.9,Summer,4.3
Sacred Beach,Germany,Europe,Historical,155.81,Summer,4.2
Crystal Beach,France,Europe,Religious,123.44,Spring,4.6
Grand Plaza,Mexico,North America,Adventure,115.88,Autumn,4.3
Lush Ruins,China,Asia,Adventure,108.07,Winter,4.2
Hidden Plaza,Canada,North America,Nature,164.81,Autumn,4.6
Ancient Beach,Germany,Europe,Historical,118.13,Winter,4.6
Mystic Valley,Germany,Europe,Religious,114.27,Autumn,4.4
Grand Park,Germany,Europe,Religious,103.17,Autumn,4.3
Lush Plaza,USA,North America,Adventure,146.52,Autumn,4.8
Golden Park,Japan,Asia,City,119.66,Winter,4.6
Crystal Plaza,Vietnam,Asia,Religious,246.96,Winter,4.1
Golden Park,New Zealand,Oceania,Nature,123.69,Spring,4.9
Lush Valley,Vietnam,Asia,Religious,120.03,Spring,4.2
Ancient Forest,Germany,Europe,Religious,188.41,Spring,4.6
Ancient Forest,Egypt,Africa,Beach,117.46,Winter,4.5
Sacred Beach,South Africa,Africa,Historical,45.79,Summer,5
Hidden Plaza,Vietnam,Asia,Adventure,72.34,Autumn,4.4
Crystal Park,Japan,Asia,Historical,121.51,Spring,4.6
Golden Canyon,Brazil,South America,Beach,109.27,Autumn,4.3
Mystic Forest,Egypt,Africa,Beach,127.5,Spring,4.9
Crystal Canyon,Spain,Europe,Historical,166.25,Spring,4.4
Mystic Pagoda,Brazil,South America,Beach,184.28,Summer,5
Serene Pagoda,Japan,Asia,City,118,Spring,4.5
Ancient Ruins,USA,North America,Nature,154.9,Summer,4.9
Grand Plaza,Egypt,Africa,City,114.86,Autumn,4.1
Mystic Temple,Mexico,North America,Religious,154.59,Autumn,4.6
Crystal Valley,South Africa,Africa,Religious,184.75,Spring,4.1
Crystal Pagoda,Italy,Europe,City,193.46,Autumn,4.4
Grand Pagoda,New Zealand,Oceania,City,166.57,Autumn,4.7
Lush Plaza,Brazil,South America,City,193.8,Autumn,4.9
Sacred Falls,Kenya,Africa,Historical,95.58,Summer,4.1
Crystal Valley,Thailand,Asia,Nature,68.03,Spring,4.4
Serene Park,Brazil,South America,Religious,126.58,Autumn,4.2
Mystic Falls,Canada,North America,Nature,166.2,Spring,4.2
Golden Plaza,New Zealand,Oceania,Beach,147.24,Summer,4.6
Hidden Temple,Greece,Europe,Nature,140.66,Summer,4
Ancient Beach,Argentina,South America,Historical,191.24,Winter,4.7
Ancient Valley,Egypt,Africa,Religious,102.55,Winter,5
Mystic Valley,Spain,Europe,Nature,136.49,Winter,4.7
Ancient Pagoda,USA,North America,Historical,108.77,Spring,4.3
Ancient Canyon,Brazil,South America,Adventure,108.19,Spring,3.9
Golden Canyon,Italy,Europe,Adventure,167.63,Autumn,4.3
Serene Park,Brazil,South America,City,146.87,Autumn,3.9
Sacred Plaza,China,Asia,City,81.58,Autumn,5
Crystal Valley,Canada,North America,Nature,156.14,Summer,4.2
Crystal Pagoda,Italy,Europe,Beach,213.19,Summer,4.2
Golden Beach,France,Europe,Adventure,245.47,Winter,4.7
Hidden Plaza,Kenya,Africa,Adventure,67.26,Spring,4.2
Grand Valley,South Africa,Africa,Beach,173.34,Autumn,4.7
Lush Valley,New Zealand,Oceania,City,93.49,Summer,5
Crystal Plaza,South Africa,Africa,Nature,157.45,Spring,4.3
Hidden Valley,Italy,Europe,Religious,153.6,Summer,4.4
Golden Plaza,India,Asia,Historical,62.78,Winter,4.7
Ancient Falls,Kenya,Africa,City,54.61,Spring,4.2
Mystic Beach,Vietnam,Asia,Beach,156.48,Autumn,4.4
Ancient Forest,Canada,North America,Beach,177.83,Winter,4.1
Lush Beach,Morocco,Africa,Historical,56.72,Autumn,4.8
Golden Plaza,Italy,Europe,Historical,145.32,Summer,4.9
Sacred Ruins,Greece,Europe,City,207.68,Autumn,4.3
Mystic Pagoda,South Africa,Africa,City,74.03,Summer,3.7
Golden Temple,Morocco,Africa,Beach,122.22,Autumn,4.1
Golden Canyon,Morocco,Africa,City,129.43,Summer,4.8
Ancient Valley,Greece,Europe,Adventure,170.54,Winter,4.4
Serene Plaza,Greece,Europe,Adventure,159.52,Winter,4.6
Sacred Ruins,Peru,South America,Religious,148.66,Autumn,4.3
Hidden Valley,Peru,South America,City,172.68,Summer,4.2
Mystic Falls,Greece,Europe,Historical,236.17,Winter,4.6
Golden Ruins,New Zealand,Oceania,City,101.86,Autumn,4.4
Golden Pagoda,Greece,Europe,Religious,158.99,Autumn,4.6
Ancient Park,Spain,Europe,Beach,185.73,Summer,3.9
Serene Ruins,Argentina,South America,Adventure,170.17,Autumn,4.6
Mystic Park,Morocco,Africa,Historical,81.42,Autumn,4.3
Ancient Canyon,Italy,Europe,Nature,96.54,Winter,4
Serene Valley,Japan,Asia,Adventure,122.22,Summer,4.6
Sacred Forest,Australia,Oceania,Beach,131.15,Spring,4.4
Serene Valley,Mexico,North America,Adventure,145.33,Winter,4.3
Mystic Beach,Germany,Europe,Religious,157.66,Autumn,4.8
Grand Canyon,Italy,Europe,Religious,237.75,Spring,4.5
Golden Forest,Peru,South America,Nature,167.68,Autumn,4.4
Ancient Valley,USA,North America,City,161.26,Summer,4.7
Hidden Plaza,Mexico,North America,Religious,223.22,Autumn,4.3
Ancient Falls,Canada,North America,Religious,113.35,Spring,5
Serene Plaza,Mexico,North America,Beach,135.07,Winter,4.6
Golden Plaza,Mexico,North America,Beach,210.03,Autumn,4.5
Hidden Ruins,Germany,Europe,City,186.61,Autumn,4.4
Crystal Temple,India,Asia,Religious,147.17,Winter,4.9
Golden Canyon,Peru,South America,City,183.65,Summer,4
Mystic Falls,Germany,Europe,Beach,145.28,Autumn,4.6
Mystic Park,Mexico,North America,Historical,215.4,Winter,4.1
Sacred Pagoda,New Zealand,Oceania,City,143.52,Summer,4.7
Crystal Beach,Canada,North America,Nature,153.67,Autumn,4.4
Grand Park,Thailand,Asia,Religious,113.52,Winter,4.6
Golden Plaza,Mexico,North America,Nature,172.18,Winter,4.2
Sacred Beach,Italy,Europe,Beach,172.53,Autumn,3.9
Ancient Pagoda,Thailand,Asia,Nature,133.61,Autumn,4.4
Golden Plaza,Vietnam,Asia,City,169.45,Summer,4.6
Ancient Beach,Canada,North America,City,107.98,Spring,4.4
Lush Park,Vietnam,Asia,Religious,202.44,Spring,5
Mystic Plaza,South Africa,Africa,Beach,131.32,Autumn,4.3
Golden Valley,USA,North America,Historical,143.03,Autumn,4.7
Crystal Plaza,China,Asia,Religious,154.17,Spring,4.3
Ancient Park,Brazil,South America,Religious,153.63,Winter,4.4
Hidden Beach,Peru,South America,Religious,116.17,Summer,4.8
Golden Falls,Greece,Europe,Adventure,63.44,Spring,4.9
Serene Ruins,Japan,Asia,City,63.31,Summer,4.6
Serene Temple,Peru,South America,City,173.67,Summer,4.4
Grand Canyon,Peru,South America,Historical,118.49,Spring,4.5
Lush Forest,Italy,Europe,Beach,171.61,Spring,4.6
Sacred Canyon,Australia,Oceania,Beach,181.78,Autumn,4.3
Ancient Temple,India,Asia,Nature,144.47,Spring,4.2
Mystic Canyon,India,Asia,Beach,183.87,Summer,4.3
Mystic Pagoda,Spain,Europe,Beach,30,Winter,4.4
Sacred Ruins,Germany,Europe,City,183.66,Summer,3.8
Golden Canyon,Vietnam,Asia,Historical,216.43,Autumn,4.6
Serene Forest,Canada,North America,Beach,141.4,Summer,4.4
Hidden Pagoda,Morocco,Africa,Historical,92.28,Autumn,4
Mystic Canyon,South Africa,Africa,Religious,228.39,Autumn,4.2
Crystal Beach,USA,North America,Historical,84.14,Winter,4.7
Mystic Park,Germany,Europe,Historical,134.37,Spring,4.7
Mystic Ruins,USA,North America,Religious,76.66,Spring,4.3
Hidden Park,USA,North America,City,175.83,Summer,4.8
Serene Forest,Germany,Europe,Adventure,94.82,Spring,4.4
Mystic Falls,Italy,Europe,Religious,220.07,Spring,4.2
Ancient Beach,India,Asia,Nature,194.65,Winter,5
Hidden Ruins,China,Asia,Adventure,135.99,Winter,4
Crystal Pagoda,France,Europe,Religious,73.25,Spring,3.9
Lush Falls,Argentina,South America,Nature,207.23,Winter,4.6
Mystic Forest,Greece,Europe,Religious,159.26,Autumn,4.6
Serene Pagoda,Greece,Europe,Historical,223.48,Summer,4.6
Serene Park,Japan,Asia,Beach,102.38,Spring,4.3
Ancient Forest,Australia,Oceania,City,179.32,Spring,4.4
Grand Temple,India,Asia,Religious,195.02,Summer,4.6
Hidden Plaza,Vietnam,Asia,Historical,195.08,Summer,5
Hidden Beach,Germany,Europe,Religious,186.78,Autumn,5
Lush Forest,Argentina,South America,Historical,195.9,Spring,4.3
Grand Pagoda,Spain,Europe,City,97.49,Autumn,4.7
Grand Ruins,Argentina,South America,City,109.59,Autumn,4.7
Crystal Pagoda,South Africa,Africa,Nature,164.19,Summer,4.2
Grand Valley,Australia,Oceania,Historical,135.69,Summer,3.9
Sacred Pagoda,France,Europe,Adventure,129.1,Spring,3.9
Grand Canyon,South Africa,Africa,City,140.72,Winter,4.4
Crystal Park,New Zealand,Oceania,Adventure,96.46,Summer,5
Golden Ruins,Argentina,South America,Adventure,122.71,Autumn,4.2
Crystal Plaza,Brazil,South America,Historical,159.24,Autumn,4.8
Crystal Pagoda,USA,North America,Adventure,111.35,Winter,4.5
Grand Canyon,Spain,Europe,Nature,66.57,Spring,4.8
Ancient Falls,Morocco,Africa,Religious,96.62,Autumn,4.4
Mystic Park,Australia,Oceania,Religious,161.45,Summer,3.9
Mystic Falls,Italy,Europe,City,155.56,Spring,4.5
Hidden Beach,USA,North America,Beach,168.38,Spring,4.5
Mystic Valley,Argentina,South America,Historical,182.63,Summer,4.2
Crystal Canyon,Egypt,Africa,City,138.09,Spring,4.5
Hidden Ruins,Kenya,Africa,Religious,208.25,Spring,4.1
Lush Plaza,France,Europe,City,106.08,Spring,4.4
Sacred Temple,Peru,South America,City,111.99,Summer,4.6
Ancient Valley,Canada,North America,Nature,194.07,Summer,4.7
Hidden Ruins,Germany,Europe,Beach,85.12,Autumn,4.3
Crystal Beach,India,Asia,Nature,208.51,Spring,4.5
Mystic Temple,Greece,Europe,City,180.42,Winter,5
Ancient Plaza,Argentina,South America,City,42.38,Winter,4.8
Grand Beach,Greece,Europe,Beach,80.55,Summer,4.3
Sacred Park,Canada,North America,Beach,118.61,Summer,4.4
Golden Valley,Italy,Europe,Adventure,148.42,Summer,4.6
Ancient Park,Argentina,South America,Religious,213.85,Summer,4.6
Hidden Beach,Canada,North America,Nature,109.11,Winter,4
Hidden Falls,Spain,Europe,City,92.33,Spring,4.8
Ancient Valley,USA,North America,Nature,104.15,Winter,4.6
Crystal Ruins,South Africa,Africa,Beach,205.04,Winter,4.8
Sacred Pagoda,New Zealand,Oceania,Beach,149.99,Summer,4.8
Ancient Ruins,Japan,Asia,Religious,90.91,Winter,4.6
Serene Plaza,Japan,Asia,Adventure,127.02,Autumn,4
Sacred Ruins,Greece,Europe,Historical,131.93,Summer,4.6
Golden Valley,Vietnam,Asia,Historical,277.73,Spring,4.3
Lush Park,Peru,South America,Adventure,159.81,Summer,4.2
Grand Canyon,Argentina,South America,Religious,182.87,Autumn,4.1
Lush Falls,Thailand,Asia,City,149.88,Summer,4.3
Grand Pagoda,USA,North America,Beach,108.11,Autumn,4.2
Grand Plaza,Australia,Oceania,Religious,229.49,Summer,4.7
Serene Falls,South Africa,Africa,Beach,124.04,Winter,5
Grand Pagoda,Canada,North America,Nature,175.14,Autumn,5
Grand Falls,Brazil,South America,Religious,131.29,Spring,4.5
Sacred Canyon,Vietnam,Asia,Religious,98.68,Autumn,4.9
Lush Pagoda,Germany,Europe,Adventure,221.29,Summer,4.3
Golden Valley,Mexico,North America,Religious,183.95,Winter,4.5
Grand Park,Vietnam,Asia,Religious,160.9,Summer,4.2
Ancient Valley,Kenya,Africa,Historical,120.31,Winter,4.5
Serene Canyon,Kenya,Africa,Nature,87.47,Autumn,4.5
Sacred Falls,Kenya,Africa,Adventure,92.33,Autumn,4
Golden Plaza,New Zealand,Oceania,Nature,139.33,Summer,4.8
Grand Pagoda,Greece,Europe,Adventure,114.55,Autumn,5
Crystal Ruins,India,Asia,Beach,158.63,Summer,4.7
Grand Pagoda,Vietnam,Asia,Adventure,146.13,Winter,4.1
Sacred Park,Greece,Europe,Nature,60.16,Autumn,4.9
Grand Canyon,Vietnam,Asia,Adventure,136.01,Winter,4.2
Hidden Canyon,Vietnam,Asia,Nature,107.98,Autumn,4.7
Mystic Falls,Peru,South America,Beach,258.25,Summer,4.9
Hidden Plaza,Japan,Asia,Religious,57.7,Summer,4.8
Grand Falls,Greece,Europe,Adventure,109.19,Spring,4.5
Crystal Park,Italy,Europe,Religious,139.79,Winter,4.7
Ancient Falls,Spain,Europe,Religious,146.3,Summer,4.5
Grand Park,USA,North America,Beach,112.18,Spring,4.6
Lush Park,Australia,Oceania,Adventure,175.28,Spring,4.9
Hidden Park,France,Europe,Historical,147.71,Autumn,4.3
Serene Falls,Greece,Europe,Adventure,174.57,Summer,4.7
Crystal Falls,Vietnam,Asia,Nature,177.98,Spring,4.3
Ancient Forest,Thailand,Asia,City,171.8,Autumn,3.7
Grand Temple,Canada,North America,Historical,159.34,Spring,4.6
Ancient Park,Egypt,Africa,Religious,116.25,Summer,4.4
Sacred Pagoda,Peru,South America,Historical,86.77,Summer,5
Crystal Forest,Thailand,Asia,City,192.04,Spring,4.6
Grand Canyon,Argentina,South America,Adventure,135.33,Spring,4.1
Sacred Ruins,Egypt,Africa,Nature,171.29,Autumn,4.6
Serene Pagoda,France,Europe,Religious,207.07,Winter,4.3
Golden Forest,Brazil,South America,Religious,172.21,Autumn,4.8
Mystic Canyon,Canada,North America,Historical,73.92,Autumn,5
Ancient Temple,Thailand,Asia,Adventure,263.62,Spring,4.8
Crystal Park,Thailand,Asia,Historical,205.15,Spring,5
Serene Beach,Mexico,North America,Adventure,157.28,Winter,4.3
Grand Plaza,Mexico,North America,Historical,72.78,Autumn,4.5
Mystic Beach,Morocco,Africa,Beach,144.42,Winter,4.3
Golden Pagoda,Brazil,South America,Historical,124.14,Winter,4.3
Crystal Valley,France,Europe,Beach,143.62,Summer,4.3
Mystic Temple,Thailand,Asia,Historical,31.18,Summer,4.4
Sacred Canyon,Greece,Europe,Nature,150.94,Summer,4.1
Hidden Falls,Vietnam,Asia,Beach,156.33,Winter,4.3
Serene Plaza,South Africa,Africa,Religious,157.83,Autumn,4.8
Crystal Pagoda,Canada,North America,City,255.18,Summer,4.7
Hidden Valley,Thailand,Asia,Historical,127.27,Summer,4.4
Serene Canyon,Peru,South America,Nature,68.12,Autumn,4.5
Crystal Beach,Germany,Europe,Historical,198.89,Autumn,3.9
Golden Temple,Morocco,Africa,Nature,94.32,Summer,5
Hidden Valley,Brazil,South America,Nature,131.93,Autumn,4.5
Grand Canyon,New Zealand,Oceania,City,155.52,Autumn,4.7
Mystic Pagoda,Argentina,South America,Beach,103.77,Winter,4
Crystal Valley,Morocco,Africa,Historical,181.04,Autumn,4.8
Hidden Plaza,Vietnam,Asia,Adventure,190.78,Autumn,4.5
Hidden Plaza,Greece,Europe,City,105.13,Spring,4.1
Golden Beach,Egypt,Africa,Religious,152.26,Spring,4.5
Mystic Beach,Morocco,Africa,Religious,73.64,Winter,4
Ancient Valley,China,Asia,City,175.01,Spring,4.3
Grand Falls,USA,North America,City,122.3,Winter,5
Hidden Canyon,India,Asia,Adventure,171.74,Winter,4.6
Grand Plaza,Canada,North America,Beach,157.99,Autumn,4.4
Sacred Park,South Africa,Africa,City,213.98,Summer,3.8
Serene Canyon,Morocco,Africa,City,157.86,Summer,4.5
Crystal Ruins,USA,North America,Beach,101.72,Autumn,5
Ancient Beach,Spain,Europe,Historical,218.4,Winter,4.1
Lush Valley,Australia,Oceania,Adventure,58.42,Autumn,4.2
Crystal Canyon,Mexico,North America,Religious,90.99,Winter,4.6
Serene Park,Vietnam,Asia,Adventure,254.79,Winter,5
Grand Ruins,Canada,North America,Historical,210.23,Winter,4.3
Lush Temple,France,Europe,Historical,193.97,Spring,4.2
Lush Ruins,Japan,Asia,Nature,182.85,Autumn,4.7
Grand Plaza,Peru,South America,Religious,94.42,Autumn,4.5
Golden Beach,Egypt,Africa,Historical,240.48,Summer,4.1
Golden Beach,Peru,South America,City,58,Autumn,4.5
Grand Falls,Brazil,South America,Nature,153.21,Autumn,4.4
Crystal Ruins,Germany,Europe,Nature,144.34,Summer,4.1
Mystic Valley,Australia,Oceania,Adventure,192.63,Spring,5
Ancient Falls,Peru,South America,Religious,197.92,Autumn,4.5
Crystal Falls,Italy,Europe,City,196.81,Autumn,4.6
Crystal Forest,Thailand,Asia,Historical,135.13,Spring,4.9
Lush Ruins,Peru,South America,Adventure,157.22,Winter,4.7
Mystic Beach,New Zealand,Oceania,Religious,108.4,Autumn,4.3
Mystic Pagoda,Mexico,North America,City,176.13,Summer,3.9
Hidden Forest,Thailand,Asia,Beach,246.02,Autumn,4.1
Mystic Valley,Vietnam,Asia,Adventure,75.54,Autumn,4.5
Mystic Ruins,Japan,Asia,Beach,211.98,Winter,4.4
Golden Forest,Australia,Oceania,Historical,216.85,Winter,4.9
Serene Pagoda,South Africa,Africa,City,265.18,Autumn,4.1
Ancient Plaza,Kenya,Africa,Beach,173.98,Spring,4.6
Mystic Beach,Japan,Asia,Nature,101.33,Summer,4.8
Crystal Park,Spain,Europe,Adventure,136.17,Autumn,4.6
Lush Falls,Kenya,Africa,Beach,252.49,Spring,4.5
Crystal Falls,South Africa,Africa,City,189.59,Winter,4.7
Grand Valley,Italy,Europe,Religious,82.52,Summer,4.4
Grand Valley,China,Asia,Historical,177.99,Winter,4.6
Grand Canyon,France,Europe,City,184.64,Winter,4.7
Lush Plaza,Morocco,Africa,Religious,145.23,Winter,4.6
Ancient Falls,Argentina,South America,Religious,209.74,Winter,4.8
Grand Pagoda,Australia,Oceania,City,151.11,Autumn,4.1
Grand Falls,Brazil,South America,Nature,244.89,Autumn,4.2
Ancient Beach,Egypt,Africa,City,124.93,Autumn,4.1
Mystic Pagoda,Australia,Oceania,Historical,179.82,Autumn,4.3
Grand Valley,Australia,Oceania,Religious,217.07,Summer,4.3
Crystal Temple,Vietnam,Asia,Historical,133.04,Winter,4.6
Sacred Valley,Australia,Oceania,Adventure,74.59,Spring,4.2
Grand Valley,Italy,Europe,Nature,100.5,Summer,4.5
Ancient Forest,India,Asia,Religious,199.51,Spring,4.3
